cluster,idle_ratio,accel_ratio,decel_ratio,cruise_ratio,v_mean,v_mean_run,v_max,v_std,a_mean_pos,a_mean_neg,a_max,a_std,v_times_a_max,count
0,0.5616792729399541,0.18272468141489562,0.1808378232413574,0.10217327252482336,4.463490586613077,10.166578510678717,15.595652173913043,5.323784186765217,0.6005112937706553,-0.5886532580965028,1.5643115942028984,0.421369341962477,4.656782575147611,184
1,0.17208223023126315,0.36782823543331145,0.2891464255437592,0.18343514598416638,21.011065621836455,25.421727618954705,38.900569800569805,12.000440560480987,0.4414734881317022,-0.5754859663273579,2.134852801519468,0.5479978163199081,10.641715908691216,351
2,0.10735697843774848,0.33732116042327936,0.3370403208286456,0.23176077357082414,35.24461219505886,38.56066161184782,54.81276595744681,14.419547212132635,0.753042223641534,-0.6912824467818189,7.721040189125294,1.1252092805061054,94.28769372209088,47
