segment_id,duration,idle_ratio,accel_ratio,decel_ratio,cruise_ratio,v_mean,v_mean_run,v_max,v_std,a_mean_pos,a_mean_neg,a_max,a_std,v_times_a_max,cluster,工况
345,76.0,0.4605263157894737,0.2631578947368421,0.25,0.039473684210526314,8.37236842105263,15.507317073170734,22.7,8.588741079922606,0.548611111111111,-0.489766081871345,2.4722222222222223,0.5199845602732918,6.111882716049383,0,市区拥堵工况（低速、高怠速比）
346,37.0,0.40540540540540543,0.2702702702702703,0.32432432432432434,0.02702702702702703,4.218918918918919,7.063636363636365,13.0,4.423697721812194,0.5333333333333334,-0.5763888888888888,0.9166666666666666,0.5256038122726886,1.9282407407407396,0,市区拥堵工况（低速、高怠速比）
347,99.0,0.13131313131313133,0.42424242424242425,0.26262626262626265,0.1919191919191919,18.53030303030303,21.33139534883721,39.2,14.915556617206814,0.3994708994708995,-0.6036324786324787,1.1944444444444444,0.5009081590872196,5.483796296296283,1,城郊过渡工况（中速）
348,71.0,0.15492957746478872,0.39436619718309857,0.22535211267605634,0.23943661971830985,21.630985915492953,25.593333333333327,37.1,12.420106274627488,0.39781746031746035,-0.7569444444444444,1.6666666666666665,0.5494908008627688,5.012345679012345,1,城郊过渡工况（中速）
349,68.0,0.3235294117647059,0.39705882352941174,0.22058823529411764,0.07352941176470588,20.807352941176465,30.75869565217391,46.3,17.289144130285496,0.6522633744855967,-1.1037037037037039,4.277777777777778,1.083703874464993,49.66975308641975,1,城郊过渡工况（中速）
350,77.0,0.8961038961038961,0.05194805194805195,0.06493506493506493,0.0,1.112987012987013,10.6875,17.4,3.6577386616206544,1.2083333333333333,-1.2277777777777776,2.25,0.4558403073672719,5.0625,0,市区拥堵工况（低速、高怠速比）
351,151.0,0.18543046357615894,0.4304635761589404,0.25165562913907286,0.1390728476821192,24.19668874172185,29.70487804878049,47.3,15.878051064027348,0.4388888888888889,-0.7587719298245613,1.333333333333334,0.6462126001389611,12.04783950617285,1,城郊过渡工况（中速）
352,41.0,0.8780487804878049,0.07317073170731707,0.07317073170731707,0.0,0.6829268292682927,5.6,8.4,1.9629373757171948,0.7777777777777778,-0.6851851851851852,1.3611111111111112,0.3073536945913046,1.8526234567901236,0,市区拥堵工况（低速、高怠速比）
353,90.0,0.03333333333333333,0.4,0.4,0.17777777777777778,28.184444444444438,29.156321839080455,44.3,11.702202177473653,0.527006172839506,-0.5200617283950617,4.638888888888889,0.7854957069030843,42.65200617283951,1,城郊过渡工况（中速）
354,28.0,0.35714285714285715,0.35714285714285715,0.25,0.10714285714285714,24.21071428571429,37.638888888888886,49.3,20.408967554304482,1.3694444444444442,-1.8849206349206347,11.194444444444445,2.3608918465616977,126.55941358024691,2,高速/畅通工况（高速、低怠速比）
355,124.0,0.1774193548387097,0.4112903225806452,0.31451612903225806,0.10483870967741936,27.434677419354838,33.35196078431373,49.9,17.008674467870982,0.5098039215686274,-0.6844729344729346,1.5277777777777775,0.6064703201949566,9.2986111111111,1,城郊过渡工况（中速）
356,113.0,0.13274336283185842,0.4690265486725664,0.23893805309734514,0.17699115044247787,28.335398230088494,32.66530612244898,43.7,13.852720382998942,0.34696016771488464,-0.4989711934156377,2.361111111111111,0.4568738657012514,6.881172839506164,1,城郊过渡工况（中速）
357,105.0,0.2857142857142857,0.4,0.2,0.12380952380952381,22.286666666666665,31.18533333333333,47.2,15.931185748872535,0.37367724867724866,-0.9656084656084657,2.361111111111111,0.8008928837682859,6.311728395061726,1,城郊过渡工况（中速）
358,68.0,0.1323529411764706,0.36764705882352944,0.29411764705882354,0.22058823529411764,15.002941176470587,17.291525423728814,31.8,10.001572973173584,0.5655555555555556,-0.7111111111111112,1.2777777777777777,0.5884932429619163,6.5679012345679,1,城郊过渡工况（中速）
359,81.0,0.20987654320987653,0.32098765432098764,0.3333333333333333,0.14814814814814814,15.08395061728395,19.090624999999996,26.5,9.300769340143265,0.5256410256410257,-0.4969135802469136,2.75,0.5374306335943504,7.5625,1,城郊过渡工况（中速）
360,33.0,0.15151515151515152,0.45454545454545453,0.3333333333333333,0.09090909090909091,13.354545454545455,15.675,20.5,6.862771368331782,0.5055555555555554,-0.712121212121212,1.8333333333333333,0.6586387025820357,4.675925925925924,1,城郊过渡工况（中速）
361,123.0,0.2601626016260163,0.3170731707317073,0.3089430894308943,0.12195121951219512,16.457723577235775,22.23956043956044,37.6,12.13041603539974,0.532051282051282,-0.5277777777777778,3.333333333333334,0.5722453757399095,27.129629629629637,1,城郊过渡工况（中速）
362,220.0,0.08181818181818182,0.42272727272727273,0.3181818181818182,0.18181818181818182,25.66772727272727,27.951485148514845,53.5,14.045141648471184,0.39277180406212664,-0.5420634920634921,1.3888888888888893,0.5181416365581418,8.766975308641973,1,城郊过渡工况（中速）
363,26.0,0.5,0.3076923076923077,0.23076923076923078,0.0,7.300000000000001,14.599999999999998,21.4,8.201829064300231,0.7430555555555555,-0.7592592592592591,1.4444444444444444,0.6207917717270117,4.040123456790118,0,市区拥堵工况（低速、高怠速比）
364,131.0,0.6717557251908397,0.12213740458015267,0.1297709923664122,0.08396946564885496,8.064885496183207,24.56279069767442,33.3,12.193221265695833,0.6510416666666665,-0.6290849673202615,1.8888888888888888,0.4002322234004925,6.222222222222221,0,市区拥堵工况（低速、高怠速比）
365,122.0,0.09836065573770492,0.4344262295081967,0.30327868852459017,0.1721311475409836,30.555737704918034,33.88727272727272,54.5,15.97252276480409,0.4958071278825995,-0.7267267267267267,3.638888888888889,0.6711350127837089,13.241512345679013,1,城郊过渡工况（中速）
366,114.0,0.5526315789473685,0.18421052631578946,0.21929824561403508,0.05263157894736842,13.633333333333336,30.47254901960785,45.3,17.391062771650425,0.5952380952380955,-0.4977777777777777,1.8611111111111112,0.4338943444220615,6.643518518518525,1,城郊过渡工况（中速）
367,75.0,0.52,0.22666666666666666,0.18666666666666668,0.08,9.443999999999999,19.669444444444444,26.3,10.678142659969787,0.49673202614379075,-0.5773809523809524,1.444444444444444,0.4690927530605614,4.895061728395059,0,市区拥堵工况（低速、高怠速比）
368,32.0,0.25,0.375,0.34375,0.09375,7.39375,9.833333333333334,17.6,5.819575666446824,0.6666666666666666,-0.7474747474747475,3.4444444444444446,0.8487559404281286,12.438271604938272,1,城郊过渡工况（中速）
369,54.0,0.25925925925925924,0.35185185185185186,0.2777777777777778,0.14814814814814814,4.846296296296296,6.514999999999999,10.9,3.743424504824375,0.3494152046783625,-0.4611111111111112,2.277777777777778,0.4525895448901582,5.567901234567903,0,市区拥堵工况（低速、高怠速比）
370,81.0,0.08641975308641975,0.4444444444444444,0.38271604938271603,0.09876543209876543,17.71851851851852,19.36891891891892,35.2,10.660497187014704,0.5054012345679014,-0.6693548387096776,1.9722222222222223,0.7054309683162953,7.6882716049382696,1,城郊过渡工况（中速）
371,65.0,0.4,0.2,0.3076923076923077,0.1076923076923077,9.5,15.833333333333334,22.5,8.76733447783041,0.6688034188034186,-0.3958333333333333,1.7499999999999998,0.45364732393550306,5.881944444444443,0,市区拥堵工况（低速、高怠速比）
372,51.0,0.21568627450980393,0.3333333333333333,0.37254901960784315,0.09803921568627451,15.692156862745097,20.002499999999998,32.1,11.422043413509684,0.5245098039215685,-0.5146198830409356,1.3333333333333333,0.5232745166569023,4.340277777777778,1,城郊过渡工况（中速）
373,60.0,0.7166666666666667,0.05,0.18333333333333332,0.06666666666666667,1.778333333333333,6.276470588235293,11.6,3.2828895639190923,1.1203703703703702,-0.3055555555555556,2.055555555555556,0.3387282051766096,4.225308641975309,0,市区拥堵工况（低速、高怠速比）
374,67.0,0.31343283582089554,0.31343283582089554,0.19402985074626866,0.19402985074626866,17.001492537313435,24.763043478260872,34.5,13.095567126678679,0.5714285714285714,-0.8525641025641026,1.4166666666666665,0.660755706753507,9.23611111111111,1,城郊过渡工况（中速）
375,175.0,0.18285714285714286,0.32,0.32571428571428573,0.17714285714285713,16.697714285714284,20.42937062937063,34.7,10.821528565308874,0.38095238095238104,-0.39863547758284607,1.6666666666666665,0.38822249350026283,7.013888888888886,1,城郊过渡工况（中速）
376,58.0,0.06896551724137931,0.3448275862068966,0.3275862068965517,0.27586206896551724,5.3999999999999995,5.8,8.7,2.2850337656903075,0.37638888888888894,-0.39327485380116967,1.8055555555555556,0.40706333032461467,3.260030864197531,1,城郊过渡工况（中速）
377,31.0,0.1935483870967742,0.2903225806451613,0.3870967741935484,0.16129032258064516,4.116129032258065,5.104,10.1,2.9782108478612495,0.4969135802469135,-0.4236111111111111,0.7777777777777778,0.429446176127961,1.2391975308641976,0,市区拥堵工况（低速、高怠速比）
378,68.0,0.08823529411764706,0.3382352941176471,0.2647058823529412,0.3235294117647059,6.9191176470588225,7.588709677419353,13.4,3.8390124861104726,0.4009661835748792,-0.47530864197530864,1.4166666666666665,0.40926153894809625,2.793981481481481,1,城郊过渡工况（中速）
379,95.0,0.09473684210526316,0.3894736842105263,0.28421052631578947,0.24210526315789474,12.27894736842105,13.53488372093023,22.9,5.647242358920662,0.34009009009009,-0.5370370370370371,2.1944444444444446,0.4993592214263481,5.120370370370371,1,城郊过渡工况（中速）
380,29.0,0.13793103448275862,0.5172413793103449,0.1724137931034483,0.20689655172413793,10.317241379310344,11.96,20.9,6.693953471579188,0.512962962962963,-0.5944444444444444,2.5833333333333335,0.605629155269916,6.673611111111112,1,城郊过渡工况（中速）
381,52.0,0.09615384615384616,0.2692307692307692,0.46153846153846156,0.19230769230769232,14.992307692307692,16.587234042553195,22.8,6.186083828731606,0.6904761904761904,-0.5682870370370371,5.694444444444445,1.1712369586135403,32.4266975308642,1,城郊过渡工况（中速）
382,30.0,0.16666666666666666,0.3,0.4,0.16666666666666666,8.683333333333332,10.42,17.1,6.506103971570765,0.54320987654321,-0.4791666666666667,2.2222222222222223,0.6129573682188446,4.938271604938272,1,城郊过渡工况（中速）
383,131.0,0.26717557251908397,0.3282442748091603,0.2595419847328244,0.15267175572519084,10.58702290076336,14.446875,26.1,8.018179696208918,0.33010335917312666,-0.4305555555555556,1.4166666666666665,0.39837043816094386,3.4506172839506175,1,城郊过渡工况（中速）
384,111.0,0.2972972972972973,0.3063063063063063,0.26126126126126126,0.14414414414414414,12.994594594594592,18.49230769230769,32.0,10.842266624482502,0.4199346405228758,-0.4856321839080461,1.0,0.4001721383891507,6.147376543209873,1,城郊过渡工况（中速）
385,418.0,0.050239234449760764,0.4665071770334928,0.28708133971291866,0.19856459330143542,36.72727272727273,38.670025188916874,69.5,14.164870716615905,0.4341880341880342,-0.6155092592592591,6.694444444444443,0.7097394734307427,112.50385802469131,2,高速/畅通工况（高速、低怠速比）
386,115.0,0.3826086956521739,0.30434782608695654,0.2782608695652174,0.043478260869565216,13.116521739130437,21.245070422535214,44.1,13.082779457610828,0.753968253968254,-1.1519097222222223,5.416666666666666,1.3954673861779257,66.35416666666666,2,高速/畅通工况（高速、低怠速比）
387,50.0,0.8,0.04,0.14,0.04,1.3860000000000001,6.909999999999999,10.2,3.0448651858497775,1.4166666666666665,-0.5515873015873015,1.777777777777778,0.3846711759155434,3.160493827160494,0,市区拥堵工况（低速、高怠速比）
388,233.0,0.008583690987124463,0.3218884120171674,0.2875536480686695,0.38626609442060084,35.02188841201716,35.325108225108224,50.5,14.40446675612536,0.4622222222222223,-0.5091210613598673,11.38888888888889,0.859596414344133,129.7067901234568,2,高速/畅通工况（高速、低怠速比）
389,49.0,0.08163265306122448,0.30612244897959184,0.32653061224489793,0.30612244897959184,27.632653061224488,30.082222222222224,37.1,10.860852519533726,0.737037037037037,-0.7569444444444444,7.277777777777778,1.1753974323723613,52.96604938271605,2,高速/畅通工况（高速、低怠速比）
390,74.0,0.12162162162162163,0.4594594594594595,0.2972972972972973,0.14864864864864866,20.9027027027027,23.786153846153848,34.3,9.424737045195148,0.3995098039215687,-0.5997474747474748,2.7777777777777777,0.570970131355318,8.101851851851851,1,城郊过渡工况（中速）
391,50.0,0.78,0.02,0.04,0.18,0.374,1.6545454545454545,1.9,0.6869672481275946,0.4722222222222222,-0.7361111111111112,0.4722222222222222,0.20040468317141955,0.22299382716049382,0,市区拥堵工况（低速、高怠速比）
